Cladophialophora yegresii	470704	Eukarya	Species
Clavispora lusitaniae	36911	Eukarya	Species
Clonorchis sinensis	79923	Eukarya	Species
Clostridioides difficile	1496	Bacteria	Species
Clostridioides difficile_A		Bacteria	Species
Clostridioides difficile_D		Bacteria	Species
Clostridioides difficile_E		Bacteria	Species
Clostridioides difficile_F		Bacteria	Species
Clostridium baratii	1561	Bacteria	Species
Clostridium botulinum	1491	Bacteria	Species
Clostridium botulinum_A		Bacteria	Species
Clostridium butyricum	1492	Bacteria	Species
Clostridium cadaveris	1529	Bacteria	Species
Clostridium carnis	1530	Bacteria	Species
Clostridium celatum	36834	Bacteria	Species
Clostridium chauvoei	46867	Bacteria	Species
Clostridium combesii	39481	Bacteria	Species
Clostridium fallax	1533	Bacteria	Species
Clostridium hydrogeniformans	349933	Bacteria	Species
Clostridium innocuum	1522	Bacteria	Species
Clostridium intestinale	36845	Bacteria	Species
Clostridium moniliforme	39489	Bacteria	Species
Clostridium neonatale	137838	Bacteria	Species
Clostridium novyi	1542	Bacteria	Species
Clostridium perfringens	1502	Bacteria	Species
Clostridium septicum	1504	Bacteria	Species
Clostridium sporogenes	1509	Bacteria	Species
Clostridium tertium	1559	Bacteria	Species
Clostridium tetani	1513	Bacteria	Species
Clostridium_F botulinum		Bacteria	Species
Clostridium_F botulinum_A		Bacteria	Species
Clostridium_G tetani		Bacteria	Species
Clostridium_H botulinum_A		Bacteria	Species
Clostridium_H botulinum_B		Bacteria	Species
Coccidioides immitis	5501	Eukarya	Species
Coccidioides posadasii	199306	Eukarya	Species
Cohnella hongkongensis	178337	Bacteria	Species
Collinsella aerofaciens	74426	Bacteria	Species
Collinsella vaginalis	1870987	Bacteria	Species
Comamonas kerstersii	225992	Bacteria	Species
Comamonas testosteroni	285	Bacteria	Species
Coprobacillus cateniformis	100884	Bacteria	Species
Corynebacterium accolens	38284	Bacteria	Species
Corynebacterium afermentans	38286	Bacteria	Species
Corynebacterium amycolatum	43765	Bacteria	Species
Corynebacterium appendicis	163202	Bacteria	Species
Corynebacterium aquatimens	1190508	Bacteria	Species
Corynebacterium argentoratense	42817	Bacteria	Species
Corynebacterium aurimucosum	169292	Bacteria	Species
Corynebacterium auris	44750	Bacteria	Species
Corynebacterium auriscanis	99807	Bacteria	Species
Corynebacterium belfantii	2014537	Bacteria	Species
Corynebacterium bovis	36808	Bacteria	Species
Corynebacterium canis	679663	Bacteria	Species
Corynebacterium confusum	71254	Bacteria	Species
Corynebacterium coyleae	53374	Bacteria	Species
Corynebacterium dentalis	2014528	Bacteria	Species
Corynebacterium diphtheriae	1717	Bacteria	Species
Corynebacterium durum	61592	Bacteria	Species
Corynebacterium falsenii	108486	Bacteria	Species
Corynebacterium fournieri	1852390	Bacteria	Species
Corynebacterium freiburgense	556548	Bacteria	Species
Corynebacterium freneyi	134034	Bacteria	Species
Corynebacterium glucuronolyticum	39791	Bacteria	Species
Corynebacterium gottingense	2041036	Bacteria	Species
Corynebacterium hansenii	394964	Bacteria	Species
Corynebacterium imitans	156978	Bacteria	Species
Corynebacterium jeikeium	38289	Bacteria	Species
Corynebacterium kroppenstedtii	161879	Bacteria	Species
Corynebacterium kutscheri	35755	Bacteria	Species
Corynebacterium lipophiloflavum	161889	Bacteria	Species
Corynebacterium lowii	1544413	Bacteria	Species
Corynebacterium macginleyi	38290	Bacteria	Species
Corynebacterium massiliense	441501	Bacteria	Species
Corynebacterium minutissimum	38301	Bacteria	Species
Corynebacterium mucifaciens	57171	Bacteria	Species
Corynebacterium oculi	1544416	Bacteria	Species
Corynebacterium otitidis	29321	Bacteria	Species
Corynebacterium pilbarense	1288393	Bacteria	Species
Corynebacterium propinquum	43769	Bacteria	Species
Corynebacterium pseudodiphtheriticum	37637	Bacteria	Species
Corynebacterium pseudotuberculosis	1719	Bacteria	Species
Corynebacterium pyruviciproducens	598660	Bacteria	Species
Corynebacterium resistens	258224	Bacteria	Species
Corynebacterium riegelii	156976	Bacteria	Species
Corynebacterium rouxii	2719119	Bacteria	Species
Corynebacterium simulans	146827	Bacteria	Species
Corynebacterium sputi	489915	Bacteria	Species
Corynebacterium striatum	43770	Bacteria	Species
Corynebacterium sundsvallense	161902	Bacteria	Species
Corynebacterium timonense	441500	Bacteria	Species
Corynebacterium tuberculostearicum	38304	Bacteria	Species
Corynebacterium tuscaniense	302449	Bacteria	Species
Corynebacterium ulcerans	65058	Bacteria	Species
Corynebacterium urealyticum	43771	Bacteria	Species
Corynebacterium ureicelerivorans	401472	Bacteria	Species
Corynebacterium xerosis	1725	Bacteria	Species
Coxiella burnetii	777	Bacteria	Species
Cronobacter malonaticus	413503	Bacteria	Species
Cronobacter sakazakii	28141	Bacteria	Species
Cronobacter turicensis	413502	Bacteria	Species
Cruoricaptor ignavus	1118202	Bacteria	Species
Cryptobacterium curtum	84163	Bacteria	Species
Cryptococcus depauperatus	5208	Eukarya	Species
Cryptococcus gattii	37769	Eukarya	Species
Cryptococcus neoformans	5207	Eukarya	Species
Cryptosporidium hominis	237895	Eukarya	Species
Cryptosporidium meleagridis	93969	Eukarya	Species
Cryptosporidium muris	5808	Eukarya	Species
Cryptosporidium parvum	5807	Eukarya	Species
Cupriavidus gilardii	82541	Bacteria	Species
Cupriavidus metallidurans	119219	Bacteria	Species
Cupriavidus pauculus	82633	Bacteria	Species
Cupriavidus respiraculi	195930	Bacteria	Species
Curtobacterium flaccumfaciens	2035	Bacteria	Species
Cutibacterium acnes	1747	Bacteria	Species
Cutibacterium avidum	33010	Bacteria	Species
Cutibacterium granulosum	33011	Bacteria	Species
Cutibacterium modestum	2559073	Bacteria	Species
Cutibacterium namnetense	1574624	Bacteria	Species
Cyclospora cayetanensis	88456	Eukarya	Species
Cyphellophora europaea	293227	Eukarya	Species
Cystoisospora suis	483139	Eukarya	Species
Delftia acidovorans	80866	Bacteria	Species
Delftia lacustris	558537	Bacteria	Species
Delftia tsuruhatensis	180282	Bacteria	Species
Dermabacter hominis	36740	Bacteria	Species
Dermabacter jinjuensis	1667168	Bacteria	Species
Dermacoccus barathri	322601	Bacteria	Species
Dermatophilus congolensis	1863	Bacteria	Species
Desmospora activa	500615	Bacteria	Species
Desulfomicrobium orale	132132	Bacteria	Species
Desulfovibrio desulfuricans	876	Bacteria	Species
Desulfovibrio legallii	571438	Bacteria	Species
Dialister invisus	218538	Bacteria	Species
Dialister micraerophilus	309120	Bacteria	Species
Dialister pneumosintes	39950	Bacteria	Species
Dialister propionicifaciens	308994	Bacteria	Species
Dibothriocephalus latus	60516	Eukarya	Species
Dichelobacter nodosus	870	Bacteria	Species
Dicrocoelium dendriticum	57078	Eukarya	Species
Dietzia aurantiaca	983873	Bacteria	Species
Dietzia cinnamea	321318	Bacteria	Species
Dietzia maris	37915	Bacteria	Species
Dietzia papillomatosis	282305	Bacteria	Species
Dirofilaria immitis	6287	Eukarya	Species
Dokdonella koreensis	323415	Bacteria	Species
Dolosigranulum pigrum	29394	Bacteria	Species
Dracunculus medinensis	318479	Eukarya	Species
Dyella japonica	231455	Bacteria	Species
Dysgonomonas capnocytophagoides	45254	Bacteria	Species
Dysgonomonas gadei	156974	Bacteria	Species
Dysgonomonas hofstadii	637886	Bacteria	Species
Dysgonomonas mossii	163665	Bacteria	Species
Echinococcus canadensis	519352	Eukarya	Species
Echinococcus granulosus	6210	Eukarya	Species
Echinococcus multilocularis	6211	Eukarya	Species
Echinococcus oligarthrus	6212	Eukarya	Species
Echinostoma caproni	27848	Eukarya	Species
Edwardsiella hoshinae	93378	Bacteria	Species
Edwardsiella tarda	636	Bacteria	Species
Effusibacillus consociatus	1117041	Bacteria	Species
Eggerthella lenta	84112	Bacteria	Species
Eggerthella sinensis	242230	Bacteria	Species
Eggerthia catenaformis	31973	Bacteria	Species
Ehrlichia canis	944	Bacteria	Species
Ehrlichia chaffeensis	945	Bacteria	Species
Ehrlichia ewingii	947	Bacteria	Species
Eikenella corrodens	539	Bacteria	Species
Eikenella exigua	2528037	Bacteria	Species
Eikenella halliae	1795832	Bacteria	Species
Eikenella longinqua	1795827	Bacteria	Species
Eisenbergiella tayi	1432052	Bacteria	Species
Elizabethkingia anophelis	1117645	Bacteria	Species
Elizabethkingia bruuniana	1756149	Bacteria	Species
Elizabethkingia meningoseptica	238	Bacteria	Species
Elizabethkingia miricola	172045	Bacteria	Species
Emergomyces africanus	1955775	Eukarya	Species
Emergomyces orientalis	1972497	Eukarya	Species
Emergomyces pasteurianus	1955774	Eukarya	Species
Emmonsia crescens	73230	Eukarya	Species
Empedobacter brevis	247	Bacteria	Species
Empedobacter falsenii	343874	Bacteria	Species
Encephalitozoon cuniculi	6035	Eukarya	Species
Encephalitozoon hellem	27973	Eukarya	Species
Encephalitozoon intestinalis	58839	Eukarya	Species
Encephalitozoon romaleae	571949	Eukarya	Species
Entamoeba histolytica	5759	Eukarya	Species
Enterobacter asburiae	61645	Bacteria	Species
Enterobacter bugandensis	881260	Bacteria	Species
Enterobacter cancerogenus	69218	Bacteria	Species
Enterobacter cloacae	550	Bacteria	Species
Enterobacter hormaechei	158836	Bacteria	Species
Enterobacter huaxiensis	2494702	Bacteria	Species
Enterobacter kobei	208224	Bacteria	Species
Enterobacter ludwigii	299767	Bacteria	Species
Enterobacter quasihormaechei	2529382	Bacteria	Species
Enterobacter wuhouensis	2529381	Bacteria	Species
Enterobius vermicularis	51028	Eukarya	Species
Enterocloster aldenensis	358742	Bacteria	Species
Enterocloster bolteae	208479	Bacteria	Species
Enterocloster citroniae	358743	Bacteria	Species
Enterocloster lavalensis	460384	Bacteria	Species
Enterococcus avium	33945	Bacteria	Species
Enterococcus casseliflavus	37734	Bacteria	Species
Enterococcus cecorum	44008	Bacteria	Species
Enterococcus durans	53345	Bacteria	Species
Enterococcus faecalis	1351	Bacteria	Species
Enterococcus faecium	1352	Bacteria	Species
Enterococcus gallinarum	1353	Bacteria	Species
Enterococcus gilvus	160453	Bacteria	Species
Enterococcus hirae	1354	Bacteria	Species
Enterococcus mundtii	53346	Bacteria	Species
Enterococcus pallens	160454	Bacteria	Species
Enterococcus raffinosus	71452	Bacteria	Species
Enterococcus_B faecalis_A		Bacteria	Species
Enterococcus_B faecium		Bacteria	Species
Enterococcus_B hirae		Bacteria	Species
Enterocytozoon bieneusi	31281	Eukarya	Species
Enterocytozoon hepatopenaei	646526	Eukarya	Species
Epilithonimonas hominis	420404	Bacteria	Species
Erwinia persicina	55211	Bacteria	Species
Erysipelothrix rhusiopathiae	1648	Bacteria	Species
Escherichia albertii	208962	Bacteria	Species
Escherichia		Bacteria	Genus
Escherichia coli	562	Bacteria	Species
Escherichia coli_E	562	Bacteria	Species
Escherichia fergusonii	564	Bacteria	Species
Escherichia marmotae		Bacteria	Species
Escherichia ruysiae		Bacteria	Species
Escherichia sp002965065		Bacteria	Species
Escherichia sp004211955		Bacteria	Species
Escherichia sp005843885		Bacteria	Species
Escherichia whittamii		Bacteria	Species
Eubacterium brachy	35517	Bacteria	Species
Eubacterium callanderi	53442	Bacteria	Species
Eubacterium limosum	1736	Bacteria	Species
Eubacterium minutum	76124	Bacteria	Species
Eubacterium multiforme	83339	Bacteria	Species
Eubacterium nodatum	35518	Bacteria	Species
Eubacterium saphenum	51123	Bacteria	Species
Eubacterium sulci	143393	Bacteria	Species
Eubacterium yurii	39498	Bacteria	Species
Ewingella americana	41202	Bacteria	Species
Exiguobacterium acetylicum	41170	Bacteria	Species
Exiguobacterium aurantiacum	33987	Bacteria	Species
Exophiala dermatitidis	5970	Eukarya	Species
Exophiala mesophila	212818	Eukarya	Species
Exophiala oligosperma	215243	Eukarya	Species
Exophiala spinifera	91928	Eukarya	Species
Ezakiella coagulans	46507	Bacteria	Species
Facklamia hominis	178214	Bacteria	Species
Facklamia languida	82347	Bacteria	Species
Faecalicatena contorta	39482	Bacteria	Species
Faecalitalea cylindroides	39483	Bacteria	Species
Falseniella ignava	137730	Bacteria	Species
Fannyhessea vaginae	82135	Bacteria	Species
Fasciola gigantica	46835	Eukarya	Species
Fasciola hepatica	6192	Eukarya	Species
Fasciolopsis buski	27845	Eukarya	Species
Fastidiosipila sanguinis	236753	Bacteria	Species
Fenollaria massiliensis	938288	Bacteria	Species
Fibrobacter intestinalis	28122	Bacteria	Species
Filifactor alocis	143361	Bacteria	Species
Finegoldia magna	1260	Bacteria	Species
Fluoribacter dumoffii	463	Bacteria	Species
Fluoribacter gormanii	464	Bacteria	Species
Fonsecaea multimorphosa	979981	Eukarya	Species
Fonsecaea pedrosoi	40355	Eukarya	Species
Francisella hispaniensis	622488	Bacteria	Species
Francisella opportunistica	2016517	Bacteria	Species
Francisella philomiragia	28110	Bacteria	Species
Francisella tularensis	263	Bacteria	Species
Frederiksenia canicola	123824	Bacteria	Species
Fretibacterium fastidiosum	651822	Bacteria	Species
Fusarium circinatum	48490	Eukarya	Species
Fusarium fujikuroi	5127	Eukarya	Species
Fusarium graminearum	5518	Eukarya	Species
Fusarium odoratissimum	2502994	Eukarya	Species
Fusarium oxysporum	5507	Eukarya	Species
Fusarium proliferatum	948311	Eukarya	Species
Fusarium solani	169388	Eukarya	Species
Fusarium vanettenii	2747968	Eukarya	Species
Fusarium verticillioides	117187	Eukarya	Species
Fusobacterium gonidiaformans	849	Bacteria	Species
Fusobacterium mortiferum	850	Bacteria	Species
Fusobacterium naviforme	77917	Bacteria	Species
Fusobacterium necrophorum	859	Bacteria	Species
Fusobacterium nucleatum	851	Bacteria	Species
Fusobacterium periodonticum	860	Bacteria	Species
Fusobacterium russii	854	Bacteria	Species
Fusobacterium ulcerans	861	Bacteria	Species
Fusobacterium varium	856	Bacteria	Species
Gallibacterium anatis	750	Bacteria	Species
Gardnerella vaginalis	2702	Bacteria	Species
Gemella asaccharolytica	502393	Bacteria	Species
Gemella bergeri	84136	Bacteria	Species
Gemella haemolysans	1379	Bacteria	Species
Gemella morbillorum	29391	Bacteria	Species
Gemella parahaemolysans	1179782	Bacteria	Species
Gemella parahemolysans	1179782	Bacteria	Species
Gemella sanguinis	84135	Bacteria	Species
Gemella taiwanensis	1179787	Bacteria	Species
Giardia intestinalis	5741	Eukarya	Species
Gleimia europaea	66228	Bacteria	Species
Gleimia hominis	595468	Bacteria	Species
Globicatella sanguinis	13076	Bacteria	Species
Gongylonema pulchrum	637853	Eukarya	Species
Gordonia amarae	36821	Bacteria	Species
Gordonia araii	263909	Bacteria	Species
Gordonia bronchialis	2054	Bacteria	Species
Gordonia effusa	263908	Bacteria	Species
Gordonia hongkongensis	1701090	Bacteria	Species
Gordonia iterans	1004901	Bacteria	Species
Gordonia otitidis	249058	Bacteria	Species
Gordonia polyisoprenivorans	84595	Bacteria	Species
Gordonia rubripertincta	36822	Bacteria	Species
Gordonia sputi	36823	Bacteria	Species
Gordonia terrae	2055	Bacteria	Species
Gordonibacter pamelaeae	471189	Bacteria	Species
Granulibacter bethesdensis	364410	Bacteria	Species
Granulicatella adjacens	46124	Bacteria	Species
Granulicatella elegans	137732	Bacteria	Species
Grimontia hollisae	673	Bacteria	Species
Gulosibacter bifidus	272239	Bacteria	Species
Haematobacter massiliensis	195105	Bacteria	Species
Haematobacter missouriensis	366616	Bacteria	Species
Haematomicrobium sanguinis	479106	Bacteria	Species
Haematospirillum jordaniae	1549855	Bacteria	Species
Haemophilus aegyptius	197575	Bacteria	Species
Haemophilus ducreyi	730	Bacteria	Species
Haemophilus haemolyticus	726	Bacteria	Species
Haemophilus influenzae	727	Bacteria	Species
Haemophilus massiliensi	1461579	Bacteria	Species
Haemophilus parahaemolyticus	735	Bacteria	Species
Haemophilus parainfluenzae	729	Bacteria	Species
Haemophilus paraphrohaemolyticus	736	Bacteria	Species
Haemophilus pittmaniae	249188	Bacteria	Species
Haemophilus sputorum	1078480	Bacteria	Species
Hafnia alvei	569	Bacteria	Species
Hafnia paralvei	546367	Bacteria	Species
Halicephalobus sp. Nkz332	2598192	Eukarya	Species
Halicephalobus mephisto	2559892	Eukarya	Species
Hallella bergensis	242750	Bacteria	Species
Hallella colorans	1703337	Bacteria	Species
Hallella multisaccharivorax	310514	Bacteria	Species
Halomonas hamiltonii	502829	Bacteria	Species
Halomonas stevensii	502821	Bacteria	Species
Halomonas venusta	44935	Bacteria	Species
Hathewaya histolytica	1498	Bacteria	Species
Hazenella coriacea	1179467	Bacteria	Species
Helcobacillus massiliensis	521392	Bacteria	Species
Helcococcus kunzii	40091	Bacteria	Species
Helcococcus sueciensis	241555	Bacteria	Species
Helicobacter bilis	37372	Bacteria	Species
Helicobacter canadensis	123841	Bacteria	Species
Helicobacter canis	29419	Bacteria	Species
Helicobacter cinaedi	213	Bacteria	Species
Helicobacter fennelliae	215	Bacteria	Species
Helicobacter heilmannii	35817	Bacteria	Species
Helicobacter hepaticus	32025	Bacteria	Species
Helicobacter pullorum	35818	Bacteria	Species
Helicobacter pylori	210	Bacteria	Species
Helicobacter pylori_A		Bacteria	Species
Helicobacter pylori_BU		Bacteria	Species
Helicobacter pylori_C		Bacteria	Species
Helicobacter pylori_CG		Bacteria	Species
Helicobacter pylori_CH		Bacteria	Species
Helicobacter pylori_CI		Bacteria	Species
Helicobacter pylori_CJ		Bacteria	Species
Helicobacter pylori_CK		Bacteria	Species
Helicobacter pylori_CL		Bacteria	Species
Helicobacter pylori_CM		Bacteria	Species
Helicobacter suis	104628	Bacteria	Species
Helicobacter winghamensis	157268	Bacteria	Species
Herbaspirillum huttiense	863372	Bacteria	Species
Herbaspirillum seropedicae	964	Bacteria	Species
Heyndrickxia coagulans	1398	Bacteria	Species
Histoplasma capsulatum	5037	Eukarya	Species
Hoylesella buccalis	28127	Bacteria	Species
Hoylesella enoeca	76123	Bacteria	Species
Hoylesella loescheii	840	Bacteria	Species
Hoylesella marshii	189722	Bacteria	Species
Hoylesella nanceiensis	425941	Bacteria	Species
Hoylesella oralis	28134	Bacteria	Species
Hoylesella pleuritidis	407975	Bacteria	Species
Hoylesella timonensis	386414	Bacteria	Species
Hungatella effluvii	1096246	Bacteria	Species
Hungatella hathewayi	154046	Bacteria	Species
Hutsoniella sourekii	87650	Bacteria	Species
Hydatigera taeniaeformis	6205	Eukarya	Species
Hymenolepis diminuta	6216	Eukarya	Species
Hymenolepis microstoma	85433	Eukarya	Species
Ignatzschineria indica	472583	Bacteria	Species
Ignatzschineria larvae	112009	Bacteria	Species
Ignavigranum ruoffiae	89093	Bacteria	Species
Inquilinus limosus	171674	Bacteria	Species
Janibacter melonis	262209	Bacteria	Species
Jonquetella anthropi	428712	Bacteria	Species
Kaistella anthropi	520603	Bacteria	Species
Kaistella treverensis	631455	Bacteria	Species
Kerstersia gyiorum	206506	Bacteria	Species
Kerstersia similis	206505	Bacteria	Species
Kingella denitrificans	502	Bacteria	Species
Kingella kingae	504	Bacteria	Species
Kingella oralis	505	Bacteria	Species
Kingella potus	265175	Bacteria	Species
Klebsiella aerogenes	548	Bacteria	Species
Klebsiella granulomatis	39824	Bacteria	Species
Klebsiella grimontii	2058152	Bacteria	Species
Klebsiella oxytoca	571	Bacteria	Species
Klebsiella pasteurii	2587529	Bacteria	Species
Klebsiella pneumoniae	573	Bacteria	Species
Klebsiella quasipneumoniae	1463165	Bacteria	Species
Klebsiella variicola	244366	Bacteria	Species
Kluyvera ascorbata	51288	Bacteria	Species
Kluyvera cryocrescens	580	Bacteria	Species
Kocuria marina	223184	Bacteria	Species
Kocuria rhizophila	72000	Bacteria	Species
Kocuria rosea	1275	Bacteria	Species
Kocuria salsicia	664639	Bacteria	Species
Kocuria varians	1272	Bacteria	Species
Kosakonia cowanii	208223	Bacteria	Species
Kosakonia quasisacchari	2529380	Bacteria	Species
Kytococcus schroeteri	138300	Bacteria	Species
Kytococcus sedentarius	1276	Bacteria	Species
Lachnoanaerobaculum saburreum	467210	Bacteria	Species
Lachnoanaerobaculum umeaense	617123	Bacteria	Species
Lacrimispora amygdalina	253257	Bacteria	Species
Lacrimispora indolis	69825	Bacteria	Species
Lacrimispora sphenoides	29370	Bacteria	Species
Lacticaseibacillus rhamnosus	47715	Bacteria	Species
Lactiplantibacillus plantarum	1590	Bacteria	Species
Lactobacillus acidophilus	1579	Bacteria	Species
Lactobacillus delbrueckii	1584	Bacteria	Species
Lactobacillus gasseri	1596	Bacteria	Species
Lactobacillus jensenii	109790	Bacteria	Species
Lactococcus garvieae	1363	Bacteria	Species
Lancefieldella rimae	1383	Bacteria	Species
Laribacter hongkongensis	168471	Bacteria	Species
Lawsonella clevelandensis	1528099	Bacteria	Species
Leclercia adecarboxylata	83655	Bacteria	Species
Legionella anisa	28082	Bacteria	Species
Legionella birminghamensis	28083	Bacteria	Species
Legionella bozemanae	447	Bacteria	Species
Legionella cardiaca	1071983	Bacteria	Species
Legionella cherrii	28084	Bacteria	Species
Legionella cincinnatiensis	28085	Bacteria	Species
Legionella feeleii	453	Bacteria	Species
Legionella hackeliae	449	Bacteria	Species
Legionella indianapolisensis	1774113	Bacteria	Species
Legionella jordanis	456	Bacteria	Species
Legionella lansingensis	45067	Bacteria	Species
Legionella londiniensis	45068	Bacteria	Species
Legionella longbeachae	450	Bacteria	Species
Legionella maceachernii	466	Bacteria	Species
Legionella micdadei	451	Bacteria	Species
Legionella nagasakiensis	535290	Bacteria	Species
Legionella oakridgensis	29423	Bacteria	Species
Legionella parisiensis	45071	Bacteria	Species
Legionella pneumophila	446	Bacteria	Species
Legionella rubrilucens	458	Bacteria	Species
Legionella sainthelensi	28087	Bacteria	Species
Legionella steelei	947033	Bacteria	Species
Legionella tucsonensis	40335	Bacteria	Species
Legionella wadsworthii	28088	Bacteria	Species
Legionella waltersii	66969	Bacteria	Species
Leifsonia aquatica	144185	Bacteria	Species
Leishmania aethiopica	5667	Eukarya	Species
Leishmania amazonensis	5659	Eukarya	Species
Leishmania arabica	40284	Eukarya	Species
Leishmania braziliensis	5660	Eukarya	Species
Leishmania donovani	5661	Eukarya	Species
Leishmania enriettii	5663	Eukarya	Species
Leishmania gerbilli	40285	Eukarya	Species
Leishmania infantum	5671	Eukarya	Species
Leishmania major	5664	Eukarya	Species
Leishmania martiniquensis	1580590	Eukarya	Species
Leishmania mexicana	5665	Eukarya	Species
Leishmania orientalis	2249476	Eukarya	Species
Leishmania panamensis	5679	Eukarya	Species
Leishmania tarentolae	5689	Eukarya	Species
Leishmania tropica	5666	Eukarya	Species
Leishmania turanica	62297	Eukarya	Species
Lelliottia amnigena	61646	Bacteria	Species
Leminorella grimontii	82981	Bacteria	Species
Leptomonas seymouri	5684	Eukarya	Species
Leptospira borgpetersenii	174	Bacteria	Species
Leptospira broomii	301541	Bacteria	Species
Leptospira fainei	48782	Bacteria	Species
Leptospira inadai	29506	Bacteria	Species
Leptospira interrogans	173	Bacteria	Species
Leptospira kirschneri	29507	Bacteria	Species
Leptospira licerasiae	447106	Bacteria	Species
Leptospira mayottensis	1137606	Bacteria	Species
Leptospira meyeri	29508	Bacteria	Species
Leptospira noguchii	28182	Bacteria	Species
Leptospira santarosai	28183	Bacteria	Species
Leptospira venezuelensis	1958811	Bacteria	Species
Leptospira weilii	28184	Bacteria	Species
Leptospira wolffii	409998	Bacteria	Species
Leptotrichia buccalis	40542	Bacteria	Species
Leptotrichia hongkongensis	554406	Bacteria	Species
Leptotrichia shahii	157691	Bacteria	Species
Leptotrichia trevisanii	109328	Bacteria	Species
Leptotrichia wadei	157687	Bacteria	Species
Leuconostoc lactis	1246	Bacteria	Species
Leuconostoc mesenteroides	1245	Bacteria	Species
Leuconostoc pseudomesenteroides	33968	Bacteria	Species
Lichtheimia corymbifera	42458	Eukarya	Species
Lichtheimia ramosa	688394	Eukarya	Species
Limosilactobacillus fermentum		Bacteria	Species
Listeria grayi	1641	Bacteria	Species
Listeria innocua	1642	Bacteria	Species
Listeria ivanovii	1638	Bacteria	Species
Listeria monocytogenes	1639	Bacteria	Species
Listeria monocytogenes_B		Bacteria	Species
Listeria monocytogenes_C		Bacteria	Species
Listeria seeligeri	1640	Bacteria	Species
Listeria welshimeri	1643	Bacteria	Species
Loa loa	7209	Eukarya	Species
Lodderomyces elongisporus	36914	Eukarya	Species
Lomentospora prolificans	41688	Eukarya	Species
Luteibacter anthropi	564369	Bacteria	Species
Luteococcus peritonei	88874	Bacteria	Species
Luteococcus sanguinis	174038	Bacteria	Species
Lysinibacillus fusiformis	28031	Bacteria	Species
Lysinibacillus sphaericus	1421	Bacteria	Species
Madurella mycetomatis	100816	Eukarya	Species
Malaciobacter mytili	603050	Bacteria	Species
Malacoplasma penetrans	28227	Bacteria	Species
Malassezia pachydermatis	77020	Eukarya	Species
Malassezia restricta	76775	Eukarya	Species
Malassezia sympodialis	76777	Eukarya	Species
Mammaliicoccus lentus	42858	Bacteria	Species
Mammaliicoccus sciuri	1296	Bacteria	Species
Mannheimia glucosida	85401	Bacteria	Species
Mannheimia haemolytica	75985	Bacteria	Species
Massilia oculi	945844	Bacteria	Species
Massilia timonae	47229	Bacteria	Species
Mediterraneibacter gnavus	33038	Bacteria	Species
Megamonas hypermegale	158847	Bacteria	Species
Megasphaera elsdenii	907	Bacteria	Species
Megasphaera micronuciformis	187326	Bacteria	Species
Megasphaera vaginalis	1111454	Bacteria	Species
Mesocestoides corti	53468	Eukarya	Species
Metabacillus idriensis	324768	Bacteria	Species
Metamycoplasma hominis	2098	Bacteria	Species
Metamycoplasma orale	2121	Bacteria	Species
Metamycoplasma salivarium	2124	Bacteria	Species
Methylobacterium mesophilicum	39956	Bacteria	Species
Methylorubrum zatmanii	29429	Bacteria	Species
Meyerozyma guilliermondii	4929	Eukarya	Species
Microbacterium binotii	462710	Bacteria	Species
Microbacterium paraoxydans	199592	Bacteria	Species
Microbacterium pyrexiae	393867	Bacteria	Species
Microbacterium yannicii	671622	Bacteria	Species
Micrococcus luteus	1270	Bacteria	Species
Microsporum canis	63405	Eukarya	Species
Microvirgula aerodenitrificans	57480	Bacteria	Species
Mixta calida	665913	Bacteria	Species
Mobiluncus curtisii	2051	Bacteria	Species
Mobiluncus mulieris	2052	Bacteria	Species
Moellerella wisconsensis	158849	Bacteria	Species
Mogibacterium diversum	114527	Bacteria	Species
Mogibacterium neglectum	114528	Bacteria	Species
Mogibacterium pumilum	86332	Bacteria	Species
Mogibacterium timidum	35519	Bacteria	Species
Mogibacterium vescum	86333	Bacteria	Species
Moraxella atlantae	34059	Bacteria	Species
Moraxella bovis	476	Bacteria	Species
Moraxella canis	90239	Bacteria	Species
Moraxella catarrhalis	480	Bacteria	Species
Moraxella caviae	34060	Bacteria	Species
Moraxella cuniculi	34061	Bacteria	Species
Moraxella lacunata	477	Bacteria	Species
Moraxella lincolnii	90241	Bacteria	Species
Moraxella nonliquefaciens	478	Bacteria	Species
Moraxella osloensis	34062	Bacteria	Species
Moraxella ovis	29433	Bacteria	Species
Morganella morganii	582	Bacteria	Species
Moryella indoligenes	371674	Bacteria	Species
Mucor lusitanicus	29924	Eukarya	Species
Murdochiella asaccharolytica	507844	Bacteria	Species
Mycobacterium alsense	324058	Bacteria	Species
Mycobacterium arosiense	425468	Bacteria	Species
Mycobacterium asiaticum	1790	Bacteria	Species
Mycobacterium avium	1764	Bacteria	Species
Mycobacterium basiliense	2094119	Bacteria	Species
Mycobacterium bohemicum	56425	Bacteria	Species
Mycobacterium bouchedurhonense	701041	Bacteria	Species
Mycobacterium branderi	43348	Bacteria	Species
Mycobacterium celatum	28045	Bacteria	Species
Mycobacterium colombiense	339268	Bacteria	Species
Mycobacterium conspicuum	44010	Bacteria	Species
Mycobacterium europaeum	761804	Bacteria	Species
Mycobacterium florentinum	292462	Bacteria	Species
Mycobacterium fragae	1260918	Bacteria	Species
Mycobacterium gastri	1777	Bacteria	Species
Mycobacterium genavense	36812	Bacteria	Species
Mycobacterium gordonae	1778	Bacteria	Species
